FailingMethod,Answer.duration,Answer.confidence,Answer.difficulty,GroundTruth,TP,Answer.option,Answer.order,Answer.explanation,Code.LOC,Code.complexity,Worker.score,Worker.profession,Worker.yearsOfExperience,Worker.age,Worker.gender,Worker.country,Answer.explanation_length,Flesch_reading_ease,books,high school,no?,other,other as long as i can remember honestly,other at work,other autodidact,other books,other by myself from books,other diploma,other elementary school,other employer,other first robotics,other forever,other found a book,other had a book on basic when i was a kid,other hobby,other hobbyist,other i really dont remember a time when i couldnt,other instructional books,other java while on the job,other junior high computer class,other leanred more experts at work,other middle school,other mooc,other na,other on the job,other private,other private institute,other professional,other professionally,other self help books,other self study,other self taught,other self-study,other self-taught,other self-taught as a child,other summer camp,other taught myself the basics as a kid,other through work,other training classes,other us army,other when i started programming (at age 9),other work,"there was no ""internet"". i had a trs-80 for gosh sake. we learned from books! made of paper. odd concept",university,web,,.net,3,5,6,a little bit of java,ada,ahk,ajax,asp,asp.net,assembly,autoit,bash,bash and powershell,basic,c,c sharp,c#,c# vb.net java,c+,c++,c++ and python,c/c++,c/c++ and some python and java,css,css3,cuda,developing,do not currently use,dot net and core java,elixir,euphoria,go,groovy,html,html/css (formerly c# and java in previous jobs),html5,jav,java,java c++,java python,javascript,jee,js,jsp,magic,matlab,most c and ksh in past,mql4,mysql,none,none at present,object pascal,peoplesoft,perl,php,php and c++,php/javascript,pl/sql,plsql,python,r,rpg,ruby,ruby & javascript,ruby on rails,sas,scala,scheme,sql,sql (teradata/ms-sql),swift,tera data,various,vb .net java,vb.net,vba,vbs,vbscript,vhdl,visual basic,visual fox pro,visual foxpro,visualbasic,xml
7,-0.06944034789091502,-2.105647869922152,0.7818086004561177,0,0,0,-1.157490915565446,I don't see any code in this block directly altering maxMiddleIndex; but it could still have an error that is indirectly altering it.,2.2759780951181585,1.2675783718905507,-0.20568272532807705,4,-0.6719623975463865,-1.088198785728567,1,22,133.0,56.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,-0.35478735932326616,0.36314172535126416,-0.7940243598382445,1,1,2,0.08062125780057837,The second element of our input array is null. When we call the getClass method on null a NullPointerException is raised.,0.15282910762673585,0.6835869076981184,1.0142286111005188,1,0.5333932206623858,0.8904993978749821,1,23,121.0,69.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,-0.27541843225292545,0.36314172535126416,-0.7940243598382445,0,0,1,1.3187334311666028,There is nothing wrong in line 102 in this case as the input complies with the 'if' statement in which it is used.,-0.45378488879938494,-0.4843960206867461,-0.20568272532807705,3,-0.4308912739046321,0.4507886904075267,1,22,114.0,81.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-0.3762241236170518,-2.105647869922152,1.5697250806032987,0,0,0,0.08062125780057837,I simply don't know,0.15282910762673585,-0.4843960206867461,-0.20568272532807705,3,-0.4308912739046321,0.23093333667379906,1,20,19.0,92.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,-0.439699365104356,0.36314172535126416,-0.0061078796910634305,0,0,2,1.3187334311666028,There needs to be brackets after the T,-0.45378488879938494,-0.4843960206867461,-1.425594061756673,4,-0.7924979593672639,-0.9782711088617032,1,21,38.0,88.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-0.12953130114922964,-0.8712530722854439,0.7818086004561177,0,0,1,0.08062125780057837,Don't see any issues,-0.45378488879938494,-0.4843960206867461,-1.425594061756673,0,0.17178653519975412,-0.5385604013942479,0,33,20.0,92.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,-0.16853815133598307,-0.2540556734670899,-0.0061078796910634305,1,1,2,0.08062125780057837,I think when it gets to array[i] when I is 1. It references null   So calling getClass() on null will give null pointer exception,0.15282910762673585,0.6835869076981184,1.0142286111005188,3,-0.1898201502628776,-0.31870504766052016,1,22,129.0,84.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,-0.37799750576309477,0.9803391241696182,-0.7940243598382445,0,0,1,-1.157490915565446,there is no issue with input variable usage/definition. This variable is not manipulated or used anywhere which would cause StringIndexOutOfBounds Exception.,-0.45378488879938494,-0.4843960206867461,-0.20568272532807705,0,-0.31035571208375484,-0.6484880782611117,1,21,157.0,35.44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,-0.4437574881686673,0.9803391241696182,-0.0061078796910634305,1,0,1,0.08062125780057837,No troubles with the conditional; it's doing its job properly; its the casting thats causing the issue.,-0.45378488879938494,-0.4843960206867461,-0.20568272532807705,4,-0.7924979593672639,-1.3080541394622947,1,22,103.0,54.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-0.466796342014844,0.9803391241696182,1.5697250806032987,0,0,1,0.08062125780057837,Their is no issue,-0.45378488879938494,-0.4843960206867461,-0.20568272532807705,0,-0.9130335211881411,-0.20877737079365632,1,6,17.0,92.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,-0.07806291477430262,0.9803391241696182,-0.7940243598382445,0,0,1,0.08062125780057837,"ch1 holds the character ""r""; and ""r"" is between ""a"" and ""z""; so it is not a problem. I don't see a problem with how ""charAt"" is used here.",-0.45378488879938494,-0.4843960206867461,-0.20568272532807705,3,2.9441044570799306,2.8691975814785313,1,21,138.0,90.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,-0.3426671488180312,0.36314172535126416,0.7818086004561177,0,0,2,-1.157490915565446,"since the print option - throw new IllegalArgumentException(""Invalid locale format: "" + str); is given; there is a chance it has thrown exception.",1.669364098692038,3.6035442286602795,-1.425594061756673,3,-0.4308912739046321,-0.09884969392679246,0,7,146.0,42.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,-0.08942868216485034,0.36314172535126416,-0.0061078796910634305,0,0,1,-1.157490915565446,"I think that the error above is happening because parsePrint removed some characters (it changed ""-0.0"" to ""0"").  And then assertEquals tried to compare two different strings: ""var x = -0.0"" and ""var x = 0"" - and failed because those are different strings. I'd look in the parsePrint function first if I expected assertEquals to find no difference.",-0.45378488879938494,-0.4843960206867461,1.0142286111005188,3,0.17178653519975412,0.23093333667379906,0,21,348.0,77.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-0.44457364699724383,-0.2540556734670899,-0.0061078796910634305,1,1,2,0.08062125780057837,It might if the position it returns in the string isn't accessible,0.15282910762673585,0.09959544350568617,-0.20568272532807705,3,-0.5514268357255093,-0.20877737079365632,1,32,66.0,59.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-0.38320681581709576,-2.105647869922152,1.5697250806032987,0,0,0,1.3187334311666028,I'm not seeing the cause of the failure here.,-0.45378488879938494,-0.4843960206867461,1.0142286111005188,2,2.582497771617299,3.4188359658128507,0,21,45.0,96.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,8.554964152365338,0.36314172535126416,-0.0061078796910634305,0,0,1,0.08062125780057837,Definition of variable value will not affect the outcome since double value is 0.0,-0.45378488879938494,-0.4843960206867461,-0.20568272532807705,4,-0.7924979593672639,-1.3080541394622947,1,22,82.0,57.27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-0.33002298449691986,-2.105647869922152,1.5697250806032987,0,0,0,1.3187334311666028,the whole program is really complicated to me to understand ; I am just a beginner of java language,-0.45378488879938494,-0.4843960206867461,1.0142286111005188,1,-0.9130335211881411,-0.7584157551279755,0,28,99.0,44.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.2542157483099312,-0.2540556734670899,-0.0061078796910634305,0,0,1,-1.157490915565446,lines 79-81 are only checking to see if input is null before continuing; no string class method utilizing and index is being called.,0.15282910762673585,1.2675783718905507,1.0142286111005188,4,-0.4308912739046321,0.4507886904075267,1,21,132.0,56.59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2.606291029440208,0.9803391241696182,1.5697250806032987,1,1,2,-1.157490915565446,Yes; since the method invocations are part of an expression to get the value for variable e where its result impacts the value to set for the maxMiddleIndex variable. But there should be no issue or error on the usage of the method invocations. The error encountered is just a result of an assertion where the expected result is different from the one being returned.  ,-0.15047789058632455,-0.4843960206867461,1.0142286111005188,3,-0.06928458844200037,0.4507886904075267,1,23,369.0,57.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-0.45795965938939154,0.36314172535126416,-0.0061078796910634305,1,1,2,-1.157490915565446,It's because of second line negative value.,0.15282910762673585,0.09959544350568617,1.0142286111005188,0,-0.6719623975463865,-0.7584157551279755,1,7,43.0,55.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-0.253350656272231,-0.2540556734670899,-0.7940243598382445,0,0,1,1.3187334311666028,While there should have been a check of whether period is null; a NullPointerException is not an issue in this case. The check for the start time seems consistent with how the object appears to be defined (based on my guess without documentation).,-0.45378488879938494,-0.4843960206867461,-1.425594061756673,0,-0.31035571208375484,0.23093333667379906,0,20,247.0,66.57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-0.445586288506774,0.36314172535126416,-0.0061078796910634305,0,0,2,1.3187334311666028,Because the pos is incremented while not being checked; it could exceed the size of the string.,1.0627501022659172,0.6835869076981184,1.0142286111005188,3,1.3771421534085264,0.7805717210081183,1,21,95.0,71.14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.49798526114638575,-0.8712530722854439,-0.0061078796910634305,0,0,1,0.08062125780057837,"I don't see a problem; it should return a ""long"" time",-0.15047789058632455,0.09959544350568617,1.0142286111005188,2,-0.31035571208375484,-0.09884969392679246,1,21,53.0,94.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-0.45174778386078107,-0.2540556734670899,0.7818086004561177,0,0,1,1.3187334311666028,Again; declared the same as the rest of the ifs; no issue that I can spot.,-0.15047789058632455,-0.4843960206867461,-0.20568272532807705,4,-0.7924979593672639,-1.3080541394622947,1,22,74.0,97.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,-0.3223966855663163,0.9803391241696182,-1.5819408399854256,0,0,2,0.08062125780057837,"The second character is actually an ""f"" and not an underscore (_).  Since _ is not equal to f; then the condition evaluates as true.  That triggers the IllegalArgumentException to be thrown.",-0.45378488879938494,-0.4843960206867461,-0.20568272532807705,3,1.618213277050281,0.6706440441412544,1,22,190.0,60.61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,-0.2689760674255039,0.9803391241696182,-0.7940243598382445,0,0,1,0.08062125780057837,There's no issue in reading the char at that position. I don't see how reading that char can have a negative effect. There at the right position.,-0.45378488879938494,-0.4843960206867461,1.0142286111005188,3,1.0155354679458948,0.8904993978749821,1,21,145.0,79.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,-0.06862418906233843,-2.105647869922152,1.5697250806032987,0,0,0,-1.157490915565446,I honestly can't tell what's supposed to be going on in this code because I can't see all of your methods like getMaxMiddleIndex or even just the constructor for SimpleTimePeriod.,2.2759780951181585,1.2675783718905507,-0.20568272532807705,4,0.17178653519975412,-1.1981264625954309,1,22,179.0,49.49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-0.2625588926853842,-2.105647869922152,1.5697250806032987,1,0,0,0.08062125780057837,The exception isn't being thrown by the source code below so it is occurring within a function that is being called in it. It is possible the codePointAt function is causing the error; but I'm not sure.,0.15282910762673585,0.09959544350568617,-0.20568272532807705,3,-0.4308912739046321,-0.6484880782611117,1,21,202.0,69.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-0.20200444182071745,0.9803391241696182,-1.5819408399854256,1,1,2,1.3187334311666028,"The variable ""minutesOffset"" is checked incorrectly by the IF statement on line 279. Any negative value for ""minutesOffset"" will throw this exception; while the documentation states that ""minutesOffset"" can be negative in some cases.",-0.45378488879938494,-0.4843960206867461,1.0142286111005188,3,-0.4308912739046321,-0.20877737079365632,1,21,233.0,37.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0.30203786954793044,0.36314172535126416,-0.7940243598382445,0,0,1,0.08062125780057837,"The statement str.charAt(3) has the value ""P"" and it satisfies the character set as given in the line 115 and therefore it won't output an exception.",-0.45378488879938494,-0.4843960206867461,-1.425594061756673,3,0.051250973378876866,0.23093333667379906,0,28,149.0,66.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2.8638584125961937,0.9803391241696182,-0.7940243598382445,0,0,1,-1.157490915565446,"The variable ""out"" does not attempt to access a specific index of any strings in this segment of code. Therefore; it is not related to the failure.",-0.45378488879938494,-0.4843960206867461,1.0142286111005188,3,-0.4308912739046321,-0.20877737079365632,1,21,147.0,74.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
